c_custkey,c_name,c_address,c_nationkey,c_phone,c_comment
781,Customer#000000781,"FQCAkyfV0 kL3,FNA1OlBjABak",18,28-478-388-5881,ake blithely blithely final foxes. blithely silent pinto beans haggle furiously. fluffily bold acco
785,Customer#000000785,gEkI8kSq8RYgO6tiTA0AB7urZX8s2w03JGwtMi9,18,28-808-670-2983,"nal theodolites. dogged, ironic deposits wake carefully. slyly regular requests after the furiously ironic "
803,Customer#000000803,zm7Xs6RJJJfZ,18,28-855-429-9109,. blithely special instructions
824,Customer#000000824,"qHxq5m g6Ug,SDq7R17",18,28-454-124-5859,ffily unusual packages. furiously final ideas 
846,Customer#000000846,EWQcGkx0CU5ZGUNcTV9bBCQ4qnuKsHC,18,28-766-714-9136,"s. quickly thin requests against the ironic, bold requests haggle above the final foxe"
942,Customer#000000942,y0OKxFyfXeYuklJDY9RwujlNIC2ETXo9HxZCVhg1,18,28-560-449-7675,"lar depths! carefully regular pinto beans after the deposits wake about the packages. final, final instruc"
979,Customer#000000979,DvzUxD35ohKtUnalLGO9kDsCzZxtfcjO,18,28-113-574-4962,. accounts wake carefully special accounts. de
981,Customer#000000981,"pM4DXkl6Y,7S6a6jlJf8dZogp9QOdv",18,28-202-962-8429,ts doze quickly. platelets are quickly agains
1018,Customer#000001018,"yldxLZOgQwzrXh3t4yktykZZV8v,vK2c6pVr",18,28-450-764-4871,"e quickly around the quick, regular pinto beans. regular, regul"
1032,Customer#000001032,6yoIzDrw5zLBO,18,28-449-227-3528, sleep quickly even somas. permanently regular grouches cajole blithely furiously ironic ide
1068,Customer#000001068,"ElWdGnnKpmo0sA1Au teWwomSVgG,me",18,28-485-984-7299,"nto beans. dinos sleep fluffily carefully regular sentiments. final, special packages wake blithely. ironic "
1089,Customer#000001089,OO77  pLjaOe7bam1WnH9gtcZNCUlUPI,18,28-164-765-7462,o beans affix carefully regular accounts. quickly even ideas sleep. pinto beans haggle fluffy courts. slyly regu
1173,Customer#000001173,6Abj72jR5Z0GYQMZKBmiQxW,18,28-409-365-6392, ironic accounts above the ironic excuses haggle fluffily furiously regular packages-- slyly regular gi
1198,Customer#000001198,r0liwpMwaIBQ9 zQjojGylXkJuKUL,18,28-278-515-1034,intain fluffily ironic instructions. regular requests nag fluffily carefully unu
1211,Customer#000001211,HCACb3Al89h6NqHUJ8qIjhfGFyA4S0c2,18,28-280-785-7324,posits. packages affix carefully after the carefully
1220,Customer#000001220,tbyect2HMX47TzsKy5 ho5,18,28-379-869-1009,sual multipliers. furiously unusual theodolites are. 
1232,Customer#000001232,yYXdTto04oLlk04SM,18,28-518-320-7417,". even deposits lose above the even, regular"
1254,Customer#000001254,wdGz5Cm DrSdF,18,28-832-851-4673,wind fluffily blithely regular pac
1284,Customer#000001284,sdj PCsILD6mOJfEuIIbrN52hOHTYWwUUPT,18,28-750-346-1442,pending packages cajole carefully! furiously final packages wake. special requests sleep along the caref
1308,Customer#000001308,Ndovi7D9gJ u1gjQwYOkIARup6VzhQFCHHmSMw,18,28-560-833-2066,uickly even dependencies. unus
1332,Customer#000001332,1JMz4nbClfcxmzPyWyJK,18,28-560-351-6594,"ing forges. foxes haggle fluffily. express, final excuses sleep slyly blithely express dependencies. "
1341,Customer#000001341,n5dnBrBUHnNEnaglCr9jNvONhG tMPb,18,28-701-221-9569,"nt requests. ironic, even excuse"
1343,Customer#000001343,WtCLJBdycxFOsHyv,18,28-393-594-5247,accounts. blithely pending foxes wake among the carefully express forges. quickly ironic realms wake bl
1349,Customer#000001349,"HvlnFsKOdm39Ge4VPgzE,UN",18,28-950-527-8728,ges. final ideas nag furiously against the fluffily express accounts. 
1370,Customer#000001370,"WN7onCgcC,,Lt4dC4C f7SCgnHWSjeTUp",18,28-575-379-5893,y across the regular dependencies. fur
1434,Customer#000001434,V15TQAhSLp7YC3KdjuMwSV3cwg0lp,18,28-749-743-6583,lieve carefully ironic hockey players. special ide
1484,Customer#000001484,WcOint654aJStnQWSgAAtI,18,28-987-505-1842,s against the furiously special packag
9,Customer#000000009,xKiAFTjUsCuxfeleNqefumTrjS,8,18-338-906-3675,r theodolites according to the requests wake thinly excuses: pending requests haggle furiousl
21,Customer#000000021,XYmVpr9yAHDEn,8,18-902-614-8344, quickly final accounts integrate blithely furiously u
28,Customer#000000028,"iVyg0daQ,Tha8x2WPWA9m2529m",8,18-774-241-1462, along the regular deposits. furiously final pac
37,Customer#000000037,"7EV4Pwh,3SboctTWt",8,18-385-235-7162,ilent packages are carefully among the deposits. furiousl
91,Customer#000000091,S8OMYFrpHwoNHaGBeuS6E 6zhHGZiprw1b7 q,8,18-239-400-3677,onic accounts. fluffily silent pinto beans boost blithely according to the fluffily exp
96,Customer#000000096,vWLOrmXhRR,8,18-422-845-1202,press requests believe furiously. carefully final instructions snooze carefully. 
115,Customer#000000115,0WFt1IXENmUT2BgbsB0ShVKJZt0HCBCbFl0aHc,8,18-971-699-1843,sits haggle above the carefully ironic theodolite
152,Customer#000000152,PDrllSkScKLh4lr19gmUZnK,8,18-585-850-3926,ously ironic accounts. furiously even accounts accord
162,Customer#000000162,JE398sXZt2QuKXfJd7poNpyQFLFtth,8,18-131-101-2267,accounts along the doggedly special asymptotes boost blithely during the quickly regular theodolites. slyly 
214,Customer#000000214,MpCwhcLrbcIM7AeKS9tRM09by,8,18-180-678-6165,grow. fluffily regular pinto beans according to the regular accounts affix quickly pe
291,Customer#000000291,ZlLNbGxnQYMubQ9K,8,18-657-656-2318,e slyly silent deposits. bold deposits haggle slyly special packages. furiously bold requests cajole carefully abo
316,Customer#000000316,zE dN3aqjaG,8,18-171-394-5011,"egular ideas cajole around the ironic, pending deposits. furiously pending dolphins serve blithely regular "
327,Customer#000000327,UyKulwfNnX4l4ba1vQtwCWw8WNP50U8DCU,8,18-606-718-3062, unusual braids. daringly final ideas are quickly c
369,Customer#000000369,"ge1XhgI3ADIkvLr5GPMqpup,hzlTVv",8,18-333-644-9832, theodolites? quickly quick foxes are fluffily slyly regular instructions. fluffily
382,Customer#000000382,"UdgAMamK5JnSykA,ZPfR5W5zRFatDUye",8,18-942-650-6657,. blithely express notornis according to the blithely even requests are never fina
399,Customer#000000399,ZBvzMa6N1wdCGaPmG13xVusIxdjSiA94jTXN,8,18-882-664-5454,yly even excuses. ironic theodolites wake furiously. blithely regular pinto beans cajole. fin
453,Customer#000000453,"PZ4mmWL7R,El0MtLWMfLXp120lo0,itmO",8,18-209-381-8571,"sts. slyly even dolphins across the bold, regular foxes haggle blithely"
463,Customer#000000463,"LV7MN7Tkm2NSo4Q3lwvjxGQyRJjRZRf,M",8,18-167-214-5805, quickly along the final ideas. slyly regular accounts are iro
492,Customer#000000492,"JexAgMLuUHoElYFaKx,hJcAP1b1GknYoYHQLyx",8,18-686-244-1077,gle furiously furiously final packages. carefully bold pinto beans promise quickly alongside of the close
574,Customer#000000574,ratVLdmp070,8,18-676-218-1058,al pinto beans. carefully ironic foxes cajole idly finally express theodolites. fluff
590,Customer#000000590,"4sHhhAZWHYRxJVz0KRgjW9IlKu,55IuT",8,18-734-215-6394,es. regular dependencies cajole furiously blithely regular ideas. regular dependencies cajole carefully a
620,Customer#000000620,"3ztw9KQqKGNsiMM,I1 6g2f,u2Pm5LhlSEe8ZK1k",8,18-466-916-8135,"ructions boost furiously among the slyly final dolphins. regular, regular ideas w"
688,Customer#000000688,"2QBxK8WIryWMZTsDM JS7GxWCB6Y71Swa,f1EUxk",8,18-210-546-2836," use alongside of the ironic, pending foxes. final packages use. ironic, unusual dependencies haggle"
695,Customer#000000695,"fbT9dQCc,su7JboB5FWI6",8,18-131-151-7466,ly express deposits according to the fina
747,Customer#000000747,uuichgTY7NjlZaaRZ6S7KzvapZWvAiCUWAQr,8,18-793-504-2931,eodolites. blithely regular pinto bea
750,Customer#000000750,5OyNRajjgjjbaXtI rkxvB2lX4c6u,8,18-235-587-1274,"s. regular, regular deposits sleep carefully blithely bol"
752,Customer#000000752,KtdEacPUecPdPLt99kwZrnH9oIxUxpw,8,18-924-993-6038,"mong the ironic, final waters. regular deposits above the fluffily ironic instructions"
770,Customer#000000770,IjwJR6TjBJZbKIeouH2d,8,18-856-112-5677,"dolites haggle express, express requests. furiou"
773,Customer#000000773,NyRSeog kIkD7YOb0EuSfSGxfptN5nkX26Mk6,8,18-456-377-3723,hely silent ideas could doubt carefully al
780,Customer#000000780,CMxcdzgEUkCWP1,8,18-844-576-7345,", final packages use slyly regular deposits. slyly ironic instructions nag careful"
829,Customer#000000829,"4oht3f64ZWA1,ACbBP9DNxjjG1CbIqOCK",8,18-404-707-6095,"deposits cajole slyly ironic, express packages. asymptotes cajole ruthlessly "
858,Customer#000000858,"8qSqHq,Fc378KIPPbTNmaL 0bpAwO",8,18-509-453-8977,", special accounts. ironic, pending requests might cajole flu"
880,Customer#000000880,"ogwHmUUFa1QB69pAoYAAoB0rjbdsVpAQ552e5Q,",8,18-763-990-8618,regular requests. regular deposits ar
921,Customer#000000921,XYBVDdDifSYrW gUeDPhITqMjpjtbnc,8,18-765-936-2316,g the furiously unusual theodolites are carefully accounts. slyl
966,Customer#000000966,V9c8SR8WK7wEd,8,18-539-933-5176,ts. regular accounts cajole about the ideas. slyly unusual idea
969,Customer#000000969,N9NSGc0Bj6FlSw3d9k GI7VAd1jW,8,18-148-790-2039,lithely according to the fluffily silent patterns. furiously fin
987,Customer#000000987,SO 0UTuH26eduKI,8,18-887-394-2506,"eposits. even packages cajole boldly bold ideas. even, regular accounts haggle. packages among "
1004,Customer#000001004,"mBaNGEJoY2tgXD60V2DEO ajjoM3Zd,Jp",8,18-676-152-4849,ainst the ideas nag fluffily according to 
1022,Customer#000001022,"lP,9H6e6mQwLsWYYr2Y",8,18-733-553-2195,ending packages. dependencies along the slyly pending dependencies wake carefu
1025,Customer#000001025,3T2A1uo8mCqTeO LTW8atjLBLO12nh6lyl,8,18-588-456-4616,to beans sleep according to the fluffily regular instructions. 
1030,Customer#000001030,Xpt1BiB5h9o,8,18-759-877-1870,ding to the slyly unusual accounts. even requests among the evenly
1033,Customer#000001033,WOozPuOF8UdYMwjF5,8,18-470-380-2978, to the quickly final packages. carefully slow accounts use blithely slowly permanent requests. un
1036,Customer#000001036,fxujgj8DOFO6oKrH,8,18-791-577-7691,ins sleep. slyly express platelets cajol
1060,Customer#000001060,aWJkU6JJJOvgaKPOAJJc,8,18-290-794-6133,"ter the bold, regular ideas! deposits eat. daringly unusual theodolites sleep alongside of the regular, fina"
1086,Customer#000001086,"ECMZrONto2nI2TBv,k",8,18-399-482-6815,ymptotes cajole enticingly furiously silent ideas. furiously pending packages are al
1104,Customer#000001104,",t,d8FlnmiECPa",8,18-644-507-8095,ages haggle. slyly ironic foxes are idly among the furiously final pearls. slyly unusual reques
1126,Customer#000001126,8J bzLWboPqySAWPgHrl4IK4roBvb,8,18-898-994-6389,se carefully asymptotes. unusual accounts use slyly deposits; slyly regular pi
1129,Customer#000001129,"OMEqYv,hhyBAObDjIkoPL03BvuSRw02AuDPVoe",8,18-313-585-9420,pades affix realms. pending courts haggle slowly fluffily final requests. quickly silent deposits are. iro
1155,Customer#000001155,kEDBn1IQWyHyYjgGGs6FiXfm3,8,18-864-953-3058,ages? fluffily even accounts shall have to boost furiously alongside of the furiously pendin
1170,Customer#000001170,BNhssVcV36vshEHUAc aPFJ,8,18-670-628-8499,ronic instructions. express pinto beans poach blithely. quickly ironic accounts n
1171,Customer#000001171,GatOC LsLU9MkgyaNMYH,8,18-457-394-2863,c dolphins. accounts are slyl
1193,Customer#000001193,"gdKqrIp,yaMaQSFerrGGzc6Kpy",8,18-524-487-2547,accounts sleep carefully. regular accounts wake slyly. carefully regular requests along the quickly pend
1205,Customer#000001205,1ALD7GN4Iw0Vl5toeM,8,18-185-307-2678,ptotes. silent deposits above the bold warhorses boost
1224,Customer#000001224,"PWOwgZKsBoFJQ7py4HJpdJoSO2,",8,18-794-312-9970, furiously regular accounts. slyly regular 
1248,Customer#000001248,f0X68bItSl,8,18-692-669-1536,theodolites for the unusual deposits cajole fluffily final patterns. caref
1331,Customer#000001331,mjaArHGsPWg,8,18-140-389-1328,ic excuses. requests would promise according to the furiously ironic accounts. slyly final deposi
1384,Customer#000001384,bQI5haTy6PHM8MyRtKSlvU4ixAUg,8,18-788-299-9227,"tes. regularly pending theodolites cajole even sheaves. stealthy, ironic ideas are furiously above the even p"
1397,Customer#000001397,1bk KBemIEsKhD3VyXa6IRLx 4GH u,8,18-294-992-6523,"onic packages across the bold, regular dolphins boost furiously furious multipliers; furiously specia"
1398,Customer#000001398,"K1rQq6exc3WcVCcgIjA4SaeqxtK2,HG1",8,18-377-181-4654,"the blithely silent dinos. even, special hockey pla"
1465,Customer#000001465,tDRaTC7UgFbBX7VF6cVXYQA0,8,18-807-487-1074,"s lose blithely ironic, regular packages. regular, final foxes haggle c"
25,Customer#000000025,Hp8GyFQgGHFYSilH5tBfe,12,22-603-468-3533,"y. accounts sleep ruthlessly according to the regular theodolites. unusual instructions sleep. ironic, final"
38,Customer#000000038,a5Ee5e9568R8RLP 2ap7,12,22-306-880-7212,lar excuses. closely even asymptotes cajole blithely excuses. carefully silent pinto beans sleep carefully fin
51,Customer#000000051,"uR,wEaiTvo4",12,22-344-885-4251,eposits. furiously regular requests integrate carefully packages. furious
60,Customer#000000060,FyodhjwMChsZmUz7Jz0H,12,22-480-575-5866,latelets. blithely unusual courts boost furiously about the packages. blithely final instruct
68,Customer#000000068,"o8AibcCRkXvQFh8hF,7o",12,22-918-832-2411, pending pinto beans impress realms. final dependencies 
98,Customer#000000098,7yiheXNSpuEAwbswDW,12,22-885-845-6889,ages. furiously pending accounts are quickly carefully final foxes: busily pe
113,Customer#000000113,"eaOl5UBXIvdY57rglaIzqvfPD,MYfK",12,22-302-930-4756,usly regular theodolites boost furiously doggedly pending instructio
120,Customer#000000120,zBNna00AEInqyO1,12,22-291-534-1571, quickly. slyly ironic requests cajole blithely furiously final dependen
168,Customer#000000168,"GDcL5qU86P8,oaTwVBCLE6asM8rlxpE,211uziU",12,22-354-984-5361,blithely final accounts sleep quickly along the regular ideas. furiously sly foxes nag across the
205,Customer#000000205,"jOTQBGb nhfBMu3,LIN62WogLDBO0w",12,22-356-437-1311, furiously pending accounts. ideas along the slyly final deposits cajole blithel
245,Customer#000000245,IseFIO7jTGPTzAdZPoO2X4VX48Hy,12,22-952-232-2729,s. regular foxes against the s
258,Customer#000000258,7VbADek8qYezQYotxNUmnNI,12,22-278-425-9944,"about the regular, bold accounts; pending packages use furiously stealthy warhorses. bold accounts sleep fur"
261,Customer#000000261,dXkVi8qahjP,12,22-494-898-7855,he special instructions integrate carefully final request
320,Customer#000000320,pO8rWSwK j,12,22-358-857-3698,"ing requests. furiously regular accounts hinder slyly. final, regular theodolites against the slyly quiet requests"
370,Customer#000000370,oyAPndV IN,12,22-524-280-8721,ges. final packages haggle quickly. slyly bold 
416,Customer#000000416,fm7H7k6sYhKfXttOT,12,22-651-146-4780,p the pending pinto beans. furiously express reques
466,Customer#000000466,"ZI1c8,ZanegEu5CEQxNf5,bkuYPwn7H7JIK7",12,22-280-738-3240,"foxes. express, ironic accounts boost? carefully silent deposits engage. accou"
469,Customer#000000469,JWOULMa5Qtt,12,22-406-988-6460,cajole carefully slyly regular packages.
472,Customer#000000472,hWgfnsmTAEOx9Mqp87YwztGrgLLqNkjMPh4,12,22-940-478-1933,deas sleep slyly blithely final foxes. slyly final e
496,Customer#000000496,Y8oYLlHme6Z4fEzkTu,12,22-173-644-7922, quickly bold packages. decoys among the blithely pending accounts lose according to the deposits.
522,Customer#000000522,"gPz4FuAGpjvaU4YB9J,fGSnLBr9scEovGO1KkTx",12,22-771-454-9561,instructions. doggedly express requests doze blithely. regular theodolites hagg
536,Customer#000000536,jf8PSOQDvqQj4uF8,12,22-521-348-9030,tes? blithely enticing theodolites wake. braids sleep. sly
563,Customer#000000563,"2RSC1g7cVd,j23HusdkhdCGmiiE",12,22-544-152-1215, pinto beans believe fluffily. excuses wake blithely silent requests. b
600,Customer#000000600,"LOtVjPC,Eu,0I2BRCqWf,K",12,22-675-907-7888,"nstructions sleep among the final, even pinto beans. fluffily pending theodolites according to the "
629,Customer#000000629,"LeXGhXX1mFQ0Cq,7taW ruvRHTpG3q,KkW",12,22-260-205-9116,ic attainments. stealthily pending pinto beans affix carefully ironic theodolites. fluffily final deposits sleep da
680,Customer#000000680,TuONtFVII8TR2QtJyl1lS5f0iagaWWsBm1IQo,12,22-593-663-2200,kages: final deposits believe unusual deposits: b
716,Customer#000000716,"jbXpMEcV9j,6ciftBXEMXDjE",12,22-501-849-6084,as. even accounts about the slyly pending excuses lose bl
717,Customer#000000717,TqWi1c aNhdExPcDD7KQ18W,12,22-660-518-8009,ns poach slyly. carefully express pinto beans ab
741,Customer#000000741,jiPAOQuJ5gIauMfvcbE8lKUVPMp,12,22-560-854-2068,ve the fluffily regular accounts wake carefully ironic grouches. slyly bold theodo
742,Customer#000000742,2qRObRkFktME6SsNV0Pa3L8txbA0AFtXuWsKrkW,12,22-610-582-8610,eodolites alongside of the daringly ironic deposi
799,Customer#000000799,LVk8ljWeIYTQQFMKCmxEeRpWQT,12,22-909-693-7833,ets haggle. busily final packages nag carefully after the bo
806,Customer#000000806,FTM62Dujm2BoblKFY w,12,22-888-883-2475,the carefully regular accounts breach above 
815,Customer#000000815,TmpTFwt3b0 WQUmljE1LKbg50dtQszn67qEog,12,22-941-606-7227,"unusual accounts. slyly ironic pinto beans nag against the regular, regular requests. slyly p"
819,Customer#000000819,"cug3zDy qHUaZMQNEtYlWK3R,mGrid4Of",12,22-424-990-1743,y final accounts sleep slyly express ideas. carefully express foxes sleep. carefully stealthy pin
836,Customer#000000836,rayz3tXswDbL4hyIr5SMrEIOTqvmok48e,12,22-181-313-6281,press deposits-- fluffily express accounts cajole carefully according to the daringly even deposits-- furi
860,Customer#000000860,t0GtEsh39KvInVMH7CDn0xi,12,22-895-319-1388, deposits above the blithe requests maintain furiously slyly even packages. slyly regular requests boost. blith
864,Customer#000000864,"lKcUKtfu0myNF5msATCFVHHXfMg3,cdb",12,22-897-966-6672, instructions detect slyly. never pending dependencies use slyly enticing accounts. slowl
886,Customer#000000886,QOTGbGPJjNPD7IrfAILA1da,12,22-771-691-7229,"slyly even foxes according to the pending, special accounts use carefully against the courts. regular,"
888,Customer#000000888,3vlJp0W8cniEXV,12,22-855-455-1154,"sleep carefully quick pinto beans. packages hinder beneath the instructions? ironic, unusual theodoli"
901,Customer#000000901,QUyXt94YM6Ou6rDqK,12,22-202-667-4372, foxes maintain. theodolites sleep above the regular deposits. slyly bold excuses boost careful
908,Customer#000000908,Fa5bchMKUMsaNKOXAiu9pX  ME,12,22-814-669-9320,quickly express packages. blithely fina
934,Customer#000000934,UMAFCPYfCxn LhawyoEYoU9GZC7TORCX,12,22-119-576-7222,fluffily requests. carefully even ideas snooze above the accounts. blithely bold platelets cajole
938,Customer#000000938,wrq9S3rEW8zXUVCXpa7uKi,12,22-157-321-7590, the quickly special accounts are regular patt
961,Customer#000000961,"5,81YDLFuRR47KKzv8GXdmi3zyP37PlPn",12,22-989-463-6089,e final requests: busily final accounts believe a
964,Customer#000000964,ZnBNwMqvW7y3FSn6025pwkzgTDfsG2A,12,22-974-772-2802,al accounts haggle blithely! regular platelets haggle blit
1006,Customer#000001006,Q46palcsa4KwAMhPS,12,22-364-780-5932,"equests. regular pinto beans sleep furiously express, ironic accounts. special,"
1009,Customer#000001009,"cWONXs2Vx30bkgYoCkx7LrJH,E",12,22-132-906-1117,"ng to the stealthy, final courts cajole carefully alongside of the gifts? regular ideas above the furiously express "
1080,Customer#000001080,"Yux,gs14NpneiZEy9Rz",12,22-806-885-5347,ng dolphins cajole across the carefu
1081,Customer#000001081,eGGRjZex7YANvD1jfnPMcBK2JbM,12,22-866-942-1021,pendencies haggle after the quickly special instructions. furio
1100,Customer#000001100,"PGXj,,vjAfMNLzd",12,22-880-206-7392,ideas. furiously final sheaves integrate. pinto beans haggle slyly according to the furiously ironi
1113,Customer#000001113,jLtKZ0bRJyYL1k,12,22-412-216-1933,ages among the furiously pending packages detect across the blithely unusual accounts. furiously ironic requests sh
1146,Customer#000001146,"DRBYvF0iBGsDC3iPNFsPHq3FkU,jCK8LJPX4W",12,22-720-237-1751,"final, pending asymptotes. regular requests was"
1152,Customer#000001152,QRmFl9ZkoBDQ7,12,22-471-341-5516,"oost along the quiet, bold foxes. ironic dinos nag fluffily final pinto beans. blithely regular deposit"
1217,Customer#000001217,"ddk4YC7lmTM,Z3LbX",12,22-191-580-2887,ar instructions. furiously pending 
1228,Customer#000001228,"fV,ZM6pj1nivvbnfseVaWRkB0UYwKgvv",12,22-778-955-6105,s according to the carefully final ideas ha
1252,Customer#000001252,"u2OUDBxaayX4WhrftcM,",12,22-604-782-7617,eans might impress about the bold requests. bl
1273,Customer#000001273,6RglRQdIV9mF8Tn6ABFmSQl,12,22-594-567-9307,t final packages. furiously unus
1286,Customer#000001286,FP3aFvhRMSKfCz3l0h,12,22-374-932-9860,quests. quickly even packages wak
1293,Customer#000001293,E79dBMCNl5xXBwtnSsjuBLa16VgrLsKz,12,22-517-223-6566,"heodolites boost blithely ironic packages. special, even ideas above the asymptotes wake quickly accordin"
1306,Customer#000001306,0YRFIqAc5imIKGi9cEYtn6L,12,22-923-551-9639,le. quickly pending accounts detect furiously. packages 
1327,Customer#000001327,LBVMBxjllZpTQd,12,22-920-576-6295, are furiously according to the multipliers. pinto beans are thinly. special deposits haggle quickly express Ti
1376,Customer#000001376,VushDntQeYmYLT22vW09rlg5j06B,12,22-972-150-2900,iously unusual ideas. ironic ideas use carefully about the foxes. slyly unusual pinto be
1403,Customer#000001403,",ql804gtMc3uxTfP,lt4yRBWQ",12,22-458-624-2509,tes are blithely carefully bold pac
1404,Customer#000001404,"pIO5i3yjeODChGMHoVvrX,Ctpdj",12,22-320-701-5582,ven platelets use quickly pending requests. busily busy asymptotes sleep slyly across the
1421,Customer#000001421,Qx9tZ9yiMo,12,22-139-990-1907,kly even ideas cajole carefully quickly ironic 
1468,Customer#000001468,APEd1ssFxDC9fhwosxxeQUul5EhwBczX,12,22-901-280-1023,s. slyly regular theodolites aft
1481,Customer#000001481,Vp7Um1Vy7MNVJvP 5cqUrz8scGtcaLJB3f5bZDW,12,22-674-694-9039,"lithely. idly ruthless packages wake above the bold, quick pinto beans. regular ex"
36,Customer#000000036,"3TvCzjuPzpJ0,DdJ8kW5U",21,31-704-669-5769,"haggle. enticing, quiet platelets grow quickly bold sheaves. carefully regular acc"
57,Customer#000000057,97XYbsuOPRXPWU,21,31-835-306-1650,"ove the carefully special packages. even, unusual deposits sleep slyly pend"
63,Customer#000000063,IXRSpVWWZraKII,21,31-952-552-9584,ithely even accounts detect slyly above the fluffily ir
127,Customer#000000127,Xyge4DX2rXKxXyye1Z47LeLVEYMLf4Bfcj,21,31-101-672-2951,"ic, unusual theodolites nod silently after the final, ironic instructions: pending r"
163,Customer#000000163,OgrGcOnm4whd0f,21,31-863-349-4121, nag furiously furiously final requests. slyly s
178,Customer#000000178,p HUSDg8Cgan4Fj8Drvcdz4gi4dSqV0a7n 0ag,21,31-436-268-6327,unts. blithely regular dependencies kindle pending deposits. quietly express deposits wake above the Tiresias-- ex
